Country,Sector,Year,EducationLevel,Avg_PreAI,Avg_PostAI,Avg_Automation_Impact,Avg_AI_Role_Jobs,Avg_ReskillingPrograms,Avg_EconomicImpact,Avg_SectorGrowth
Canada,Agriculture,2019,High School,5.574285714,4.65,0.07,1408.571429,788.4285714,0.202857143,1.935714286
Canada,Agriculture,2019,Unknown,6.539772727,6.0875,0.322954545,2534.5,716.6590909,0.281590909,3.045454545
Canada,Agriculture,2020,PhD,1.563333333,5.605,0.158333333,3562.25,865.3333333,0.350833333,2.745
Canada,Agriculture,2020,Unknown,7.801515152,6.833939394,0.259393939,2516.969697,563.2424242,0.216969697,1.683333333
Canada,Agriculture,2020,High School,6.443333333,3.458333333,0.243333333,1620.5,506.0,0.273333333,1.276666667
Canada,Agriculture,2020,Master,6.143333333,3.946,0.288666667,3320.8,584.0666667,0.227333333,2.522
Canada,Agriculture,2020,Bachelor,5.298888889,4.452222222,0.423333333,1901.777778,416.7777778,0.125555556,2.898888889
Canada,Agriculture,2021,Bachelor,7.991111111,1.678888889,0.243333333,3639.333333,529.8888889,0.148888889,1.585555556
Canada,Agriculture,2021,Master,9.298461538,4.978461538,0.206923077,3443.692308,938.2307692,0.496923077,1.662307692
Canada,Agriculture,2021,High School,8.618888889,5.858888889,0.197777778,4348.111111,456.5555556,0.517777778,2.028888889
Canada,Agriculture,2021,Unknown,5.743902439,6.670243902,0.316829268,2661.853659,590.8780488,0.300731707,3.231219512
Canada,Agriculture,2021,PhD,8.667857143,6.55,0.177142857,2965.142857,288.0,0.160714286,1.637142857
Canada,Agriculture,2022,PhD,9.786,1.208,0.0,418.2,851.2,0.19,1.758
Canada,Agriculture,2022,Master,6.674,6.476,0.258,2200.0,647.8,0.198,2.428
Canada,Agriculture,2022,Bachelor,7.472222222,3.571111111,0.213333333,2745.0,842.4444444,0.355555556,3.294444444
Canada,Agriculture,2022,High School,5.7675,8.609166667,0.341666667,1861.0,403.25,0.288333333,2.84
Canada,Agriculture,2022,Unknown,5.345294118,5.069215686,0.346470588,3023.470588,674.0588235,0.21,2.726666667
Canada,Agriculture,2023,PhD,11.55181818,7.53,0.214545455,3455.363636,654.1818182,0.263636364,2.68
Canada,Agriculture,2023,High School,4.242727273,5.937272727,0.390909091,4553.454545,490.4545455,0.409090909,3.212727273
Canada,Agriculture,2023,Unknown,7.029491525,5.395254237,0.234915254,2815.389831,593.4745763,0.324915254,2.227457627
Canada,Agriculture,2023,Bachelor,4.463333333,5.79,0.341111111,3081.444444,705.7777778,0.341111111,3.417777778
Canada,Agriculture,2023,Master,5.655,2.965,0.431666667,2516.5,0.0,0.128333333,0.748333333
Canada,Agriculture,2024,Unknown,6.280512821,6.718461538,0.240769231,2105.410256,713.7948718,0.235641026,2.121282051
Canada,Agriculture,2024,PhD,5.098888889,4.138888889,0.196666667,3424.777778,580.7777778,0.325555556,2.095555556
Canada,Agriculture,2024,Master,3.016666667,3.741111111,0.133333333,1441.888889,696.0,0.258888889,2.847777778
Canada,Agriculture,2024,High School,9.275833333,2.788333333,0.2675,1292.916667,795.5833333,0.163333333,3.876666667
Canada,Agriculture,2024,Bachelor,4.684736842,5.161052632,0.272105263,4720.526316,454.3684211,0.261578947,2.330526316
Canada,Agriculture,2025,High School,1.463333333,5.777777778,0.313333333,4201.222222,527.7777778,0.092222222,1.527777778
Canada,Agriculture,2025,Unknown,5.267878788,3.712424242,0.310606061,3247.121212,823.0606061,0.314242424,2.730909091
Canada,Agriculture,2025,PhD,5.204615385,7.034615385,0.307692308,1903.230769,617.3076923,0.208461538,0.939230769
Canada,Agriculture,2025,Master,8.8475,6.3125,0.24125,3818.5,432.125,0.3125,4.03
Canada,Agriculture,2025,Bachelor,2.722857143,2.694285714,0.422857143,4199.571429,388.1428571,0.224285714,2.695714286
Canada,Education,2010,PhD,5.925555556,2.883333333,0.224444444,2100.111111,287.5555556,0.264444444,1.994444444
Canada,Education,2010,Master,5.074545455,8.692727273,0.289090909,1796.454545,655.4545455,0.149090909,1.676363636
Canada,Education,2010,Unknown,6.404126984,7.031111111,0.269047619,2521.952381,619.6825397,0.201587302,1.858730159
Canada,Education,2010,Bachelor,8.064166667,0.936666667,0.339166667,3569.916667,718.6666667,0.281666667,3.061666667
Canada,Education,2010,High School,3.152222222,8.728888889,0.178888889,1644.0,140.0,0.303333333,1.982222222
Canada,Education,2011,Bachelor,4.404166667,7.081666667,0.296666667,4464.833333,1158.0,0.213333333,3.321666667
Canada,Education,2011,Master,10.52833333,9.145,0.305,2031.833333,614.8333333,0.298333333,2.093333333
Canada,Education,2011,High School,6.735833333,7.253333333,0.251666667,1358.166667,467.3333333,0.3025,2.813333333
Canada,Education,2011,PhD,8.702142857,3.777142857,0.150714286,2816.285714,682.9285714,0.240714286,3.781428571
Canada,Education,2011,Unknown,4.909782609,5.938913043,0.295652174,2675.521739,558.5,0.241956522,2.225434783
Canada,Education,2012,PhD,3.223,2.05,0.28,3367.5,893.4,0.321,1.744
Canada,Education,2012,Bachelor,7.9,4.713333333,0.360833333,2704.416667,763.5,0.224166667,2.733333333
Canada,Education,2012,Unknown,7.05325,6.69,0.27,2564.975,752.275,0.19175,2.042
Canada,Education,2012,High School,3.18875,3.71,0.43875,2115.375,738.625,0.495,3.37125
Canada,Education,2012,Master,8.251428571,4.867142857,0.307142857,2642.571429,572.4285714,0.302857143,5.45
Canada,Education,2013,Unknown,6.280434783,7.867608696,0.228913043,3041.347826,809.5434783,0.184565217,2.74326087
Canada,Education,2013,High School,2.4875,11.1775,0.39125,2230.875,779.375,0.1425,2.215
Canada,Education,2013,Master,6.623333333,6.69,0.215555556,1887.888889,982.0,0.224444444,2.935555556
Canada,Education,2013,Bachelor,5.090909091,6.847272727,0.290909091,3350.727273,864.8181818,0.301818182,2.26
Canada,Education,2013,PhD,6.091,6.323,0.173,3728.6,780.7,0.19,0.726
Canada,Education,2014,Unknown,5.652068966,5.755,0.238793103,2310.827586,564.0,0.257413793,1.921896552
Canada,Education,2014,PhD,7.535555556,6.911111111,0.217777778,4261.555556,1006.888889,0.213333333,2.524444444
Canada,Education,2014,Bachelor,3.982857143,7.935,0.434285714,2646.642857,640.3571429,0.312142857,2.505714286
Canada,Education,2014,High School,6.004117647,7.07,0.206470588,3282.235294,415.2352941,0.167647059,2.958235294
Canada,Education,2014,Master,7.693,6.92,0.143,4977.9,551.1,0.055,2.595
Canada,Education,2015,PhD,6.298333333,4.275,0.036666667,5572.833333,777.3333333,0.076666667,1.273333333
Canada,Education,2015,High School,2.798,6.528,0.271,1541.4,635.9,0.333,2.023
Canada,Education,2015,Unknown,8.222352941,8.190882353,0.335,3204.382353,752.2941176,0.312941176,2.613235294
Canada,Education,2015,Master,5.912,6.916,0.216,2353.0,903.0,0.344,2.96
Canada,Education,2015,Bachelor,6.812857143,8.444285714,0.301428571,2325.571429,797.1428571,0.302857143,0.865714286
Canada,Education,2016,Master,7.0375,4.81,0.4425,2994.0625,579.625,0.3325,1.968125
Canada,Education,2016,PhD,7.472727273,7.521818182,0.237272727,2820.909091,892.0,0.048181818,2.12
Canada,Education,2016,High School,4.084285714,8.574285714,0.442857143,1697.142857,509.7142857,0.138571429,3.404285714
Canada,Education,2016,Unknown,7.843589744,7.195128205,0.226923077,3332.871795,714.0,0.268717949,2.106923077
Canada,Education,2016,Bachelor,4.933333333,6.994166667,0.308333333,3711.416667,390.3333333,0.251666667,2.084166667
Canada,Education,2017,Master,8.297,4.583,0.135,2386.5,363.5,0.256,1.854
Canada,Education,2017,Unknown,5.618043478,7.415434783,0.192173913,2849.565217,687.8695652,0.329130435,2.868913043
Canada,Education,2017,Bachelor,5.464117647,8.399411765,0.354117647,3064.705882,605.7647059,0.238235294,3.435882353
Canada,Education,2017,High School,7.22,5.301,0.274,4997.0,255.8,0.262,1.78
Canada,Education,2017,PhD,7.903333333,7.685,0.303333333,1888.333333,342.0,0.123333333,1.04
Canada,Education,2018,PhD,5.588888889,5.595555556,0.287777778,4206.333333,654.1111111,0.121111111,2.102222222
Canada,Education,2018,Unknown,7.15475,6.001,0.28125,2714.7,889.875,0.24925,2.27375
Canada,Education,2018,Master,5.56,3.791111111,0.348888889,3421.222222,296.6666667,0.188888889,3.125555556
Canada,Education,2018,Bachelor,7.169411765,2.543529412,0.250588235,2865.058824,725.4117647,0.225882353,1.646470588
Canada,Education,2018,High School,3.686,4.943,0.403,2223.7,310.6,0.295,1.49
Canada,Education,2019,Master,1.09875,10.1525,0.08625,4356.875,393.0,0.23375,2.78
Canada,Education,2019,High School,6.382222222,10.87222222,0.133333333,2168.0,596.5555556,0.115555556,4.545555556
Canada,Education,2019,PhD,9.468,10.372,0.42,1802.6,1139.8,0.064,0.0
Canada,Education,2019,Unknown,5.774318182,6.623409091,0.281363636,2808.045455,541.4318182,0.219090909,2.982272727
Canada,Education,2019,Bachelor,4.965,5.5,0.269285714,2944.214286,380.5714286,0.217142857,1.636428571
Canada,Education,2020,Unknown,7.0172,5.363,0.306,3119.24,537.2,0.201,1.8838
Canada,Education,2020,High School,6.312857143,6.498571429,0.342857143,3208.714286,844.2857143,0.175714286,2.24
Canada,Education,2020,PhD,5.606,4.55,0.44,2499.5,909.6,0.196,1.085
Canada,Education,2020,Master,1.501666667,7.851666667,0.306666667,3123.333333,797.0,0.376666667,3.505
Canada,Education,2020,Bachelor,7.495,7.956666667,0.345,3548.666667,364.5,0.188333333,0.853333333
Canada,Education,2021,Master,5.1625,3.9825,0.4475,2546.25,216.75,0.345,6.1175
Canada,Education,2021,Bachelor,5.826666667,5.983333333,0.5225,3614.583333,362.75,0.220833333,2.66
Canada,Education,2021,Unknown,6.7506,4.786,0.2686,2442.48,610.02,0.2584,2.8172
Canada,Education,2021,High School,7.618461538,5.856153846,0.264615385,3890.769231,406.0769231,0.323846154,3.893846154
Canada,Education,2021,PhD,7.916363636,6.911818182,0.186363636,1355.090909,717.3636364,0.313636364,2.810909091
Canada,Education,2022,Bachelor,7.89,6.161,0.408,4273.6,428.1,0.178,0.952
Canada,Education,2022,Unknown,7.295909091,7.860454545,0.3625,2261.113636,700.5909091,0.2325,3.390227273
Canada,Education,2022,High School,8.116666667,6.93,0.102222222,2524.444444,660.0,0.092222222,1.86
Canada,Education,2022,PhD,6.406153846,6.746153846,0.261538462,3802.538462,621.0769231,0.191538462,3.877692308
Canada,Education,2022,Master,8.44,6.522,0.183333333,2003.0,515.3333333,0.151333333,3.193333333
Canada,Education,2023,High School,7.201666667,10.385,0.206666667,1543.833333,636.0,0.261666667,2.51
Canada,Education,2023,Unknown,4.380681818,6.902727273,0.26,3123.863636,699.5227273,0.312727273,1.963181818
Canada,Education,2023,Master,10.30083333,3.270833333,0.243333333,3228.666667,729.5833333,0.2675,2.103333333
Canada,Education,2023,PhD,9.45,7.096666667,0.23,3349.222222,82.33333333,0.204444444,2.625555556
Canada,Education,2023,Bachelor,5.775714286,8.424285714,0.47,4079.857143,877.5714286,0.114285714,2.211428571
Canada,Education,2024,High School,2.18,11.8325,0.0975,1187.75,350.75,0.705,1.47
Canada,Education,2024,Bachelor,5.932727273,3.194545455,0.08,3944.090909,1121.454545,0.165454545,3.276363636
Canada,Education,2024,PhD,7.499411765,7.014705882,0.375882353,3517.411765,654.7058824,0.279411765,1.800588235
Canada,Education,2024,Master,7.951111111,8.537777778,0.307777778,2825.888889,687.7777778,0.068888889,3.356666667
Canada,Education,2024,Unknown,6.578913043,6.934347826,0.370652174,3049.456522,594.1086957,0.250434783,2.723478261
Canada,Education,2025,Bachelor,4.937272727,5.594545455,0.238181818,3181.090909,741.0909091,0.295454545,1.794545455
Canada,Education,2025,Unknown,10.91170732,4.525365854,0.318292683,4081.853659,555.2682927,0.287804878,2.101219512
Canada,Education,2025,High School,7.963571429,3.775714286,0.199285714,3174.071429,635.0,0.239285714,2.880714286
Canada,Education,2025,PhD,2.857142857,4.181428571,0.094285714,2410.714286,363.0,0.26,1.687142857
Canada,Education,2025,Master,3.995,8.073333333,0.341666667,1210.5,1238.333333,0.0,4.763333333
Canada,Finance,2010,Master,8.158571429,7.517857143,0.319285714,4467.5,667.5,0.377857143,1.415714286
Canada,Finance,2010,Bachelor,3.07,8.755454545,0.268181818,3098.545455,548.5454545,0.229090909,1.99
Canada,Finance,2010,Unknown,7.682413793,6.141034483,0.14862069,3718.448276,599.1034483,0.24862069,2.335172414
Canada,Finance,2010,High School,7.837142857,4.743571429,0.333571429,3465.428571,548.2142857,0.330714286,2.679285714
Canada,Finance,2010,PhD,5.150909091,4.400909091,0.222727273,5016.636364,507.7272727,0.277272727,1.097272727
Canada,Finance,2011,Master,6.927142857,8.431428571,0.251428571,1243.571429,363.1428571,0.627142857,3.915714286
Canada,Finance,2011,High School,8.285555556,4.758888889,0.181111111,5026.444444,471.3333333,0.421111111,1.65
Canada,Finance,2011,Bachelor,7.262,8.456,0.297333333,2743.666667,448.2,0.258,2.225333333
Canada,Finance,2011,Unknown,7.613,4.9285,0.3705,3155.525,588.625,0.2605,3.57675
Canada,Finance,2011,PhD,1.869285714,3.895714286,0.307142857,3182.785714,829.7142857,0.202142857,1.622857143
Canada,Finance,2012,PhD,7.306666667,10.73444444,0.265555556,2705.666667,497.7777778,0.095555556,2.732222222
Canada,Finance,2012,Unknown,6.71,5.833488372,0.3,2002.023256,655.8604651,0.199767442,3.053255814
Canada,Finance,2012,Bachelor,4.537777778,9.236666667,0.334444444,2462.444444,465.0,0.646666667,0.696666667
Canada,Finance,2012,Master,6.934,8.312,0.509,2554.5,697.7,0.205,2.008
Canada,Finance,2012,High School,4.981428571,5.991428571,0.318571429,2543.357143,476.5714286,0.188571429,1.797142857
Canada,Finance,2013,PhD,8.904,8.794,0.461,5038.3,186.9,0.486,3.174
Canada,Finance,2013,Unknown,6.791162791,7.115581395,0.161860465,3751.418605,685.3488372,0.260697674,2.945116279
Canada,Finance,2013,High School,6.06,3.868571429,0.501428571,3196.142857,574.2857143,0.402857143,1.904285714
Canada,Finance,2013,Master,13.13,3.974285714,0.414285714,684.5714286,876.0,0.191428571,1.05
Canada,Finance,2013,Bachelor,7.862666667,5.689333333,0.399333333,2127.866667,999.7333333,0.142,3.021333333
Canada,Finance,2014,Bachelor,7.397142857,5.576428571,0.205,3605.142857,714.1428571,0.295,2.845714286
Canada,Finance,2014,High School,10.02333333,5.512,0.273333333,2092.933333,531.7333333,0.186,2.395333333
Canada,Finance,2014,Unknown,7.74675,4.239,0.20475,2878.275,619.075,0.31125,2.422
Canada,Finance,2014,PhD,7.73,7.808,0.275,756.7,512.9,0.356,1.0
Canada,Finance,2014,Master,5.4675,7.563333333,0.440833333,5271.25,276.0,0.269166667,1.898333333
Canada,Finance,2015,Bachelor,4.543076923,4.519230769,0.267692308,4895.538462,375.8461538,0.310769231,2.953846154
Canada,Finance,2015,High School,8.087,4.845,0.153,3220.0,579.3,0.316,2.153
Canada,Finance,2015,PhD,5.66875,7.339375,0.23625,4166.125,721.9375,0.14375,3.639375
Canada,Finance,2015,Master,4.332727273,5.872727273,0.188181818,3297.363636,967.2727273,0.134545455,1.346363636
Canada,Finance,2015,Unknown,6.677391304,6.349565217,0.295217391,2506.391304,589.3913043,0.200434783,2.325
Canada,Finance,2016,Master,6.252222222,8.334444444,0.39,2216.444444,381.4444444,0.222222222,3.504444444
Canada,Finance,2016,PhD,7.728,7.793,0.132,4095.5,1182.0,0.307,3.507
Canada,Finance,2016,Bachelor,9.175,6.159,0.342,1123.2,667.9,0.293,2.226
Canada,Finance,2016,High School,8.967692308,5.024615385,0.108461538,1362.538462,756.6153846,0.138461538,2.914615385
Canada,Finance,2016,Unknown,4.434651163,6.536046512,0.18255814,3176.093023,699.1395349,0.231860465,3.21372093
Canada,Finance,2017,High School,3.41,2.67375,0.32625,3973.75,645.75,0.49875,2.795
Canada,Finance,2017,Master,9.502857143,5.3,0.042857143,3144.714286,89.85714286,0.224285714,3.982857143
Canada,Finance,2017,PhD,4.5075,4.85125,0.25375,2648.625,759.625,0.26875,1.12
Canada,Finance,2017,Bachelor,5.7425,5.9675,0.13375,2090.375,547.75,0.41125,4.03875
Canada,Finance,2017,Unknown,6.5988,5.733,0.3356,2612.76,603.74,0.322,1.637
Canada,Finance,2018,PhD,4.843333333,7.447777778,0.262222222,3842.777778,635.0,0.34,0.507777778
Canada,Finance,2018,Bachelor,5.625,5.888333333,0.240833333,4037.0,494.8333333,0.358333333,2.766666667
Canada,Finance,2018,Master,8.625454545,5.780909091,0.228181818,2443.818182,696.6363636,0.385454545,3.629090909
Canada,Finance,2018,High School,6.018333333,4.5575,0.2325,4206.583333,663.8333333,0.201666667,1.6
Canada,Finance,2018,Unknown,5.911162791,5.387209302,0.321162791,2714.232558,747.9302326,0.230930233,2.448837209
Canada,Finance,2019,PhD,4.301428571,6.458571429,0.275714286,2697.142857,901.7142857,0.288571429,1.201428571
Canada,Finance,2019,Master,5.175882353,9.59,0.237647059,3012.882353,542.5294118,0.309411765,2.379411765
Canada,Finance,2019,High School,4.755238095,3.956666667,0.327142857,3102.904762,577.3333333,0.220952381,3.017142857
Canada,Finance,2019,Bachelor,6.265,6.724,0.526,912.7,589.8,0.339,3.241
Canada,Finance,2019,Unknown,5.979166667,5.121388889,0.220833333,2491.555556,689.8333333,0.283611111,3.902777778
Canada,Finance,2020,Bachelor,9.437272727,2.783636364,0.120909091,1992.0,499.3636364,0.428181818,2.91
Canada,Finance,2020,Master,3.936666667,10.295,0.275,5730.666667,735.6666667,0.303333333,3.0
Canada,Finance,2020,Unknown,5.864418605,4.75,0.201860465,2271.651163,742.8604651,0.274418605,2.134651163
Canada,Finance,2020,PhD,3.495714286,8.547857143,0.345714286,3211.928571,565.3571429,0.228571429,3.107857143
Canada,Finance,2020,High School,6.795555556,1.498888889,0.215555556,2456.111111,681.5555556,0.247777778,3.693333333
Canada,Finance,2021,Bachelor,9.175,7.719,0.341,2131.8,770.0,0.268,3.171
Canada,Finance,2021,High School,3.385384615,6.048461538,0.216923077,2739.153846,460.0,0.21,4.643076923
Canada,Finance,2021,Master,2.713,3.141,0.142,1830.1,689.5,0.153,3.42
Canada,Finance,2021,PhD,5.291428571,7.354285714,0.412857143,2233.857143,99.71428571,0.277142857,2.457142857
Canada,Finance,2021,Unknown,7.538139535,5.74255814,0.269302326,2272.302326,683.2790698,0.313255814,2.997906977
Canada,Finance,2022,Master,3.821538462,6.857692308,0.266923077,2633.230769,877.3076923,0.32,1.969230769
Canada,Finance,2022,High School,8.057777778,3.811111111,0.192222222,2878.222222,662.7777778,0.203333333,3.031111111
Canada,Finance,2022,Unknown,5.97,6.28,0.271190476,2615.071429,621.7619048,0.24452381,2.398095238
Canada,Finance,2022,Bachelor,7.118888889,4.422222222,0.305555556,2754.0,596.4444444,0.251111111,1.124444444
Canada,Finance,2022,PhD,5.917727273,4.815454545,0.179090909,2593.5,306.9090909,0.089545455,3.615454545
Canada,Finance,2023,High School,7.644,6.541333333,0.261333333,2815.133333,494.6,0.185333333,2.402666667
Canada,Finance,2023,Unknown,4.085714286,6.55,0.328285714,2179.028571,569.8,0.26,2.254857143
Canada,Finance,2023,Master,3.59,7.712222222,0.148888889,1652.333333,515.4444444,0.292222222,1.544444444
Canada,Finance,2023,Bachelor,5.72125,6.375,0.20625,2154.875,654.625,0.19625,3.9975
Canada,Finance,2023,PhD,5.626666667,5.291666667,0.305833333,1390.583333,403.9166667,0.193333333,1.8125
Canada,Finance,2024,Master,7.557777778,7.727777778,0.121111111,4150.0,234.6666667,0.253333333,0.0
Canada,Finance,2024,PhD,4.305,1.056666667,0.16,2988.666667,607.1666667,0.316666667,0.706666667
Canada,Finance,2024,Unknown,7.657222222,5.300833333,0.287222222,3301.472222,532.1388889,0.191388889,2.028888889
Canada,Finance,2024,Bachelor,4.862,8.718,0.185,2966.4,569.5,0.346,2.164
Canada,Finance,2024,High School,3.99875,7.595,0.26875,2971.5,595.75,0.0875,2.93
Canada,Finance,2025,Bachelor,4.066666667,6.3625,0.2775,2325.333333,518.25,0.270833333,2.550833333
Canada,Finance,2025,Unknown,6.172272727,3.072272727,0.299318182,1229.522727,777.1818182,0.229545455,3.326590909
Canada,Finance,2025,PhD,8.516666667,6.170666667,0.283333333,2138.866667,719.0666667,0.218666667,2.135333333
Canada,Finance,2025,Master,5.398181818,6.432727273,0.361818182,2060.818182,995.2727273,0.268181818,3.099090909
Canada,Finance,2025,High School,12.08333333,9.695,0.233333333,198.8333333,808.3333333,0.38,3.865
Canada,Healthcare,2010,PhD,7.002,6.789333333,0.266666667,3116.6,573.0666667,0.338666667,1.007333333
Canada,Healthcare,2010,Unknown,6.011136364,6.362954545,0.261363636,3034.772727,742.5,0.299772727,2.078636364
Canada,Healthcare,2010,Bachelor,6.415454545,2.99,0.133636364,1465.818182,703.2727273,0.105454545,2.402727273
Canada,Healthcare,2010,High School,6.094285714,8.59,0.46,3522.714286,1205.857143,0.341428571,2.081428571
Canada,Healthcare,2010,Master,7.08375,4.34125,0.41,2667.625,659.125,0.3425,1.885
Canada,Healthcare,2011,Master,4.395833333,6.62,0.333333333,3595.833333,208.8333333,0.225833333,2.099166667
Canada,Healthcare,2011,PhD,4.22,8.6125,0.1675,1627.875,779.25,0.02375,2.36125
Canada,Healthcare,2011,Unknown,5.055263158,7.515,0.324736842,3057.605263,526.7631579,0.320789474,1.848684211
Canada,Healthcare,2011,Bachelor,7.47,6.298,0.428,2601.4,969.7333333,0.306,2.138
Canada,Healthcare,2011,High School,5.67,6.756153846,0.41,2278.846154,497.3846154,0.383076923,4.116923077
Canada,Healthcare,2012,PhD,7.789166667,6.3875,0.235833333,2740.0,565.25,0.510833333,2.2925
Canada,Healthcare,2012,Unknown,6.752,5.072888889,0.314888889,1881.133333,674.8444444,0.245555556,2.369333333
Canada,Healthcare,2012,High School,10.04444444,5.3,0.277777778,1823.111111,359.8888889,0.181111111,1.512222222
Canada,Healthcare,2012,Master,3.298181818,6.322727273,0.201818182,2150.0,488.2727273,0.277272727,2.215454545
Canada,Healthcare,2012,Bachelor,9.896666667,5.364444444,0.183333333,5511.777778,384.1111111,0.222222222,3.537777778
Canada,Healthcare,2013,Bachelor,8.228888889,5.01,0.205555556,730.3333333,729.7777778,0.277777778,2.5
Canada,Healthcare,2013,High School,7.081818182,7.971818182,0.34,3097.909091,590.8181818,0.270909091,2.846363636
