ID,Country,Sector,Year,Revenue,growth rate,AI_Adoption_Rate,Automation_Level,Sector_Impact_Score,tech investment,Sector_Growth_Decline,Date,Last_Updated
c2b269e3-7376-47fd-bf62-28f35e864c08,Ireland,Retail,2010,180375.17,-2.82,Medium,High,3,135419.84,Decline,,2025-08-04 21:01:00
96b1066b-648b-4d8a-a2c3-82cffb5069d9,Canada,IT,2013,573383.65,-2.44,High,High,4,326814.98,Decline,2023-08-10,2025-08-04 21:01:00
ef753952-85e8-41de-bbeb-f552af681916,USA,Manufacturing,2011,429098.81,-6.06,High,Low,2,452642.55,Decline,,2025-08-04 21:01:00
25c5656b-66eb-45b7-83b2-49fa7c0faf53,Canada,Retail,2024,194458.28,-5.67,High,Low,5,336900.35,Growth,,2025-08-04 21:01:00
d8e896e8-34d1-4fca-a405-264adabea476,USA,Finance,2023,103587.39,-8.41,Low,Low,1,238868.75,Growth,,2025-08-04 21:01:00
74c05593-eec2-4dd2-bc1f-4c072ed720c8,Ireland,Retail,2013,363106.82,-0.63,Low,Low,5,81839.73,Decline,,2025-08-04 21:01:00
51391ce0-c0e6-43ca-ad14-c38a6f19356e,Ireland,IT,2021,738845.61,0.43,High,Low,1,308396.28,Decline,,2025-08-04 21:01:00
c976a04c-45bb-4a84-a5d1-cd9ace8cd43a,Ireland,Finance,2021,846142.66,6.51,Medium,High,5,174597.69,Decline,2022-02-06,2025-08-04 21:01:00
93180045-30e9-4c2e-843d-82d20a4ac600,USA,Healthcare,2014,826274.97,-3.81,Low,High,5,176716.92,Decline,,2025-08-04 21:01:00
7a5b32dc-9461-49c0-91ab-d984a123a60b,India,Retail,2015,343432.2,-7.9,High,High,4,443908.05,Growth,2021-04-11,2025-08-04 21:01:00
926b0cdb-039e-42da-a053-ba87d7d5cc5e,Germany,Retail,2020,559764.3,-6.24,High,Medium,3,98525.44,Growth,2021-01-01,2025-08-04 21:01:00
7a5b4600-bfe3-41a0-a89f-e31dd7627be1,India,IT,2016,168848.46,2.83,Low,Medium,5,281240.54,Growth,,2025-08-04 21:01:00
4d87e43c-c0ae-4209-b421-84320c6cd174,Ireland,Manufacturing,2014,781099.32,3.6,Low,Medium,4,453126.46,Decline,,2025-08-04 21:01:00
69d3ba8c-8518-4936-a599-99cbc40e0e8f,USA,Retail,2024,176361.76,2.9,Low,Medium,2,198197.25,Growth,,2025-08-04 21:01:00
e20898bd-05e0-4405-8381-c11adcce0fa4,Ireland,Healthcare,2010,995112.44,-2.8,Low,Low,2,178690.31,Growth,2022-12-04,2025-08-04 21:01:00
a6793ff5-a37e-4ea2-bb0d-901120f9d437,Ireland,IT,2024,249815.56,0.1,High,Medium,2,474214.72,Growth,,2025-08-04 21:01:00
7d94f808-8733-4a45-a4ef-454e11a34751,USA,Finance,2024,358318.68,-2.4,Low,High,4,247234.78,Growth,,2025-08-04 21:01:00
589a9411-587a-4fd8-b386-3a302b0ea9a6,Ireland,Manufacturing,2012,128787.05,8.67,High,High,1,143495.65,Growth,,2025-08-04 21:01:00
f504149e-c2a4-410c-a9c8-70a7c28adeb3,Canada,Finance,2023,269174.01,-6.59,Medium,High,3,285122.11,Decline,,2025-08-04 21:01:00
b9b09e54-db3f-4dba-aaa6-8af515dcff76,Germany,Manufacturing,2023,860044.19,-6.91,Low,Low,2,466732.75,Growth,2024-02-01,2025-08-04 21:01:00
aae566c2-f54d-4085-bf20-28854099d27e,Germany,Retail,2018,238278.23,0.03,High,Low,5,333955.59,Decline,,2025-08-04 21:01:00
82034ec5-7e9c-45b7-b6ae-3c0cef3d128a,Canada,Healthcare,2024,910559.39,0.59,High,Low,3,312138.36,Decline,,2025-08-04 21:01:00
987d3090-3edb-4ee1-aed8-56a2c51e4de2,USA,Manufacturing,2018,973115.32,9.16,Low,Low,3,320918.79,Growth,,2025-08-04 21:01:00
1d1f85ca-cca5-48f4-94d7-393ec1aa91e1,India,Manufacturing,2023,864768.0,6.46,Medium,Medium,1,367170.11,Growth,2020-07-03,2025-08-04 21:01:00
8aaac26a-ae80-4507-b1be-550a1b82674b,Canada,IT,2018,332278.11,5.64,Low,High,5,200578.32,Decline,2024-07-04,2025-08-04 21:01:00
df868fa0-0ddd-44c0-aec3-53203322f237,Germany,IT,2024,484600.19,0.85,High,Low,4,386885.19,Growth,,2025-08-04 21:01:00
f57c4b9d-7ead-4606-b9bd-18831c47d77b,Ireland,Healthcare,2012,546689.54,8.22,High,High,4,314621.18,Growth,,2025-08-04 21:01:00
61991043-6273-4571-9bab-847bb3ac0afc,India,Retail,2019,173280.58,3.93,High,High,1,464646.21,Decline,2024-10-05,2025-08-04 21:01:00
6f3dbd95-d6f6-46ba-a49c-bbfc2596041b,Germany,Retail,2013,495385.46,9.5,High,High,1,147105.63,Growth,,2025-08-04 21:01:00
f62420e1-47e5-413b-9eef-9afd4c7e9002,India,Retail,2013,211270.48,-8.65,High,High,3,99875.17,Decline,,2025-08-04 21:01:00
ae27c86f-e062-4d1e-ae0c-37f6c1a3f1d1,Canada,IT,2015,316876.21,-8.44,Medium,High,3,300573.88,Decline,,2025-08-04 21:01:00
b7f2da21-cf73-48d4-ba03-8144f384ce2b,USA,IT,2015,815182.33,-7.87,Low,Medium,1,496931.23,Growth,,2025-08-04 21:01:00
437e2ba2-a274-4794-8475-3d44e471e3c8,USA,Manufacturing,2022,278800.52,-7.99,High,Medium,5,334101.63,Growth,2024-10-12,2025-08-04 21:01:00
588c1d5c-e194-4879-9c78-19b6175a7e1e,India,IT,2010,593397.89,-5.78,Low,High,1,449817.01,Growth,,2025-08-04 21:01:00
64f1dbdb-93fb-4a56-b0e5-0b0081c404af,India,Manufacturing,2015,965126.67,-5.2,Medium,High,3,259047.88,Growth,2021-10-04,2025-08-04 21:01:00
f334ce82-cf71-48d3-b80b-3ae7ffc03ade,Ireland,IT,2014,152170.2,-0.18,High,Low,2,295617.56,Decline,,2025-08-04 21:01:00
c402fc50-9c5e-4755-8600-8f1b70951931,Canada,Manufacturing,2020,143634.57,6.6,Low,Low,4,264686.44,Growth,,2025-08-04 21:01:00
02c55c86-b2ef-4dac-93c1-7c76fa021ec0,Ireland,Healthcare,2023,251222.53,-6.9,Low,Medium,1,390935.84,Decline,,2025-08-04 21:01:00
6789b7a3-6699-4a76-b3dc-47592f5e49e3,Ireland,IT,2017,117530.4,5.35,Medium,Low,4,321014.23,Decline,,2025-08-04 21:01:00
c19133dd-2932-4d1b-80b5-bcf937f042aa,Germany,IT,2013,248864.39,-4.9,Medium,High,1,156185.49,Decline,2022-01-07,2025-08-04 21:01:00
8facad9c-586b-4514-b195-5681e5728e2b,Ireland,IT,2022,203286.46,3.73,Medium,Low,2,250016.37,Growth,,2025-08-04 21:01:00
4419760d-2e7b-4a3d-a67c-42809f3a1c8d,Germany,Manufacturing,2023,251344.48,-3.43,Low,High,4,157971.7,Growth,2024-05-07,2025-08-04 21:01:00
ae8d0ce6-0808-49d0-9c23-d4e8dde05dce,Canada,Manufacturing,2023,631334.58,3.18,Low,High,4,290237.38,Growth,,2025-08-04 21:01:00
9eb24d32-3219-46a4-8a78-fe11488dcfd0,USA,Retail,2021,515963.6,0.03,High,High,4,421744.57,Growth,,2025-08-04 21:01:00
6287a404-9de8-48b2-aaf2-7e6cf02e54c1,Germany,IT,2010,285929.64,2.51,Low,High,5,476654.62,Growth,2021-12-12,2025-08-04 21:01:00
7116530b-c140-4dc1-a401-33dfc602c87b,India,Manufacturing,2019,986686.89,-3.34,High,Medium,3,407352.21,Growth,2021-08-01,2025-08-04 21:01:00
b0d72b3b-ca7b-45fb-9551-5851226d2d05,Canada,Healthcare,2023,239339.25,1.86,Low,Low,4,67676.63,Growth,,2025-08-04 21:01:00
72fe3a6d-bf69-409e-a4c7-6cb7c621e012,USA,Retail,2016,868599.72,1.25,High,High,3,153975.47,Growth,,2025-08-04 21:01:00
b4adc72b-f7bd-4478-88db-b062b6c983ff,Germany,Finance,2012,460795.37,8.96,Medium,High,3,341147.92,Decline,,2025-08-04 21:01:00
6f1be330-3f28-4c40-804a-1bf6f66bfc3d,USA,Finance,2017,904549.32,-0.97,High,High,1,201679.59,Growth,,2025-08-04 21:01:00
1aa2bbe5-15e8-4e47-8bd1-9b2caf89ebc4,India,Finance,2019,174712.63,0.03,Low,Medium,2,389472.08,Growth,,2025-08-04 21:01:00
b9983a83-1c84-409d-b7c7-dcc5c3ea4fba,Ireland,Finance,2014,165880.59,-5.24,High,Low,3,205640.54,Decline,,2025-08-04 21:01:00
dc19ae0e-11ad-47c4-8e3e-32b5a0fd05c1,Ireland,Retail,2020,568357.99,5.49,Low,Low,1,308768.77,Decline,2021-01-11,2025-08-04 21:01:00
48f8cadd-a246-4769-9b58-dd01aef73311,Canada,Manufacturing,2013,710470.58,-8.47,High,Low,2,287132.95,Growth,2020-04-09,2025-08-04 21:01:00
e9f72bf4-e967-4d2a-9db3-9ca724b57092,USA,Retail,2016,409301.24,8.86,Low,Low,3,261328.3,Growth,,2025-08-04 21:01:00
91a13810-c604-4fed-92ac-5c695205067c,Canada,IT,2011,793066.18,0.03,Low,High,1,150817.75,Decline,2021-09-08,2025-08-04 21:01:00
fdeb8467-da68-469f-914b-f4f411e81e4d,Ireland,IT,2019,926553.37,-6.01,Medium,Low,3,487458.54,Decline,,2025-08-04 21:01:00
db975c21-100c-42c9-9bac-34ec999f9294,India,Retail,2023,449778.47,3.09,High,High,2,427199.62,Decline,,2025-08-04 21:01:00
23c2ab33-d9fb-4f3d-9ccf-78efbac46d6d,India,Retail,2018,512161.04,1.38,Medium,Medium,3,68396.43,Growth,,2025-08-04 21:01:00
011daa00-3804-41f1-b823-d31cba2610bc,India,Healthcare,2018,364909.48,-5.15,Low,High,4,449961.86,Growth,,2025-08-04 21:01:00
fbbbd06b-497d-456f-affa-188523e8a175,India,IT,2020,227659.31,-7.28,Low,High,4,86286.78,Growth,,2025-08-04 21:01:00
f68de0ca-fff1-4ae9-95a9-c0ace72e92f7,Ireland,IT,2013,589954.9,1.82,Low,High,4,128688.98,Growth,2020-08-04,2025-08-04 21:01:00
5b810286-cca8-4dc0-a003-ddd6072b2ac6,Ireland,Healthcare,2013,972010.46,0.65,Low,Low,4,260909.07,Growth,2021-01-08,2025-08-04 21:01:00
50f73670-f490-4957-b176-2944a706cc2d,Ireland,Healthcare,2013,757321.47,-3.95,Low,High,2,360709.39,Growth,2024-05-05,2025-08-04 21:01:00
07eb3b73-db5a-4bdb-888e-1c4ac728f80b,USA,IT,2020,242832.69,-2.31,High,Medium,4,229952.21,Decline,2022-04-12,2025-08-04 21:01:00
da258d9b-e4f0-43c1-a38b-aa12e5557a22,USA,Manufacturing,2016,886592.17,4.23,Medium,High,4,167015.99,Decline,,2025-08-04 21:01:00
42ecf1c7-3aa1-47f1-ad17-00faa73c96ff,India,Finance,2010,107788.88,0.76,Low,Medium,3,255160.83,Decline,,2025-08-04 21:01:00
6496ef9a-c727-4afd-997b-79455b8637b4,India,Healthcare,2015,305579.08,3.89,Low,Medium,1,145745.15,Decline,,2025-08-04 21:01:00
1e8280d6-c798-4ec5-9ffb-2a24e576cebc,Ireland,Finance,2017,980929.31,-3.03,High,Low,5,64386.52,Decline,,2025-08-04 21:01:00
462c8253-050a-4c60-bbf2-3fafc7d52300,India,IT,2022,601160.27,1.81,Low,Low,3,178696.42,Decline,,2025-08-04 21:01:00
952b03cd-8726-4f67-a858-a07addf2490e,Canada,IT,2020,344096.01,-0.26,High,High,5,120272.18,Decline,2022-10-09,2025-08-04 21:01:00
0421b826-6ee8-4a7f-a909-4e216ea95bb6,USA,Healthcare,2010,181621.58,-2.52,Low,Low,3,68419.83,Decline,,2025-08-04 21:01:00
c5d50370-7870-4a06-a3e9-7cb9d070eceb,Germany,Healthcare,2012,995330.7,-2.35,High,Medium,5,260909.07,Decline,,2025-08-04 21:01:00
5156316f-e913-4b16-bea6-257745b7478e,Germany,Finance,2012,242933.92,6.94,Low,Medium,4,86867.67,Decline,2022-05-04,2025-08-04 21:01:00
3e692809-beda-4ab3-9f48-9ee9f11a7c84,Canada,Retail,2011,761887.23,-3.57,High,High,4,463023.72,Decline,,2025-08-04 21:01:00
4ec75868-de3a-4cc0-abd4-4446fdfa525c,India,IT,2012,467275.16,7.03,Low,Low,1,52283.17,Decline,,2025-08-04 21:01:00
7815b665-d107-48ba-8281-c860b7cc1b88,Ireland,Manufacturing,2017,741951.56,-3.47,Low,Low,4,356335.85,Decline,2020-06-07,2025-08-04 21:01:00
8125d1ea-7257-496f-8e06-1677b088496e,Germany,Manufacturing,2022,546689.54,3.61,Low,High,3,104239.32,Growth,2021-09-02,2025-08-04 21:01:00
74bc65f0-2320-46fd-8a22-4fc275b5376d,India,Retail,2017,862175.44,-7.18,Low,Medium,4,361186.55,Growth,2025-02-02,2025-08-04 21:01:00
001d0083-e672-46ac-b109-11e29631de8c,Ireland,Retail,2017,392934.84,-1.66,Low,High,5,214898.27,Decline,,2025-08-04 21:01:00
4c3fe1bd-354c-40b9-b46e-578aa59d1622,India,Healthcare,2012,374624.51,-0.99,Low,Medium,3,439776.5,Growth,2022-11-02,2025-08-04 21:01:00
86352a4b-730c-486c-8137-104a9754e5c9,Ireland,Retail,2019,655181.04,-1.99,Low,Low,3,345974.69,Decline,2021-02-01,2025-08-04 21:01:00
e4e4fb7b-980b-4a4a-93b3-bf83a780b321,Ireland,Healthcare,2013,740530.24,-0.23,Medium,High,3,53338.14,Growth,2024-04-06,2025-08-04 21:01:00
51094c30-f8d4-4f87-b609-552c727be240,India,Healthcare,2017,968789.23,-2.83,Medium,Low,5,167473.67,Decline,,2025-08-04 21:01:00
9a9d9ee7-7c9a-4b48-8a8c-359db5eb8ac8,Canada,Healthcare,2017,826451.92,-7.5,High,Low,2,145730.57,Decline,,2025-08-04 21:01:00
119896bc-dc15-49a9-a2aa-50a34c7bc9ab,USA,Healthcare,2010,517116.14,6.17,High,High,2,104689.16,Decline,,2025-08-04 21:01:00
21e7297d-a6e2-4d61-ac8e-c79301d40540,USA,IT,2022,546689.54,9.24,Medium,High,4,308713.17,Decline,2023-11-12,2025-08-04 21:01:00
7d589859-84a2-46ce-a4c0-5ab191f7b5ff,India,IT,2021,780643.82,-6.43,Low,Medium,1,303511.11,Growth,2021-11-01,2025-08-04 21:01:00
4891fc1a-e3cd-422a-bce0-7555e84e13ef,USA,Retail,2016,151016.57,-1.63,Low,High,3,93934.52,Decline,,2025-08-04 21:01:00
5b748ffa-6938-4a79-a049-382811e7b109,India,Healthcare,2017,591985.8,8.42,Low,Medium,2,54501.41,Growth,2021-11-03,2025-08-04 21:01:00
08ff68f0-6bce-4457-8527-9869ea1ed571,Germany,Finance,2023,805645.16,-9.78,Low,Low,5,300883.95,Decline,,2025-08-04 21:01:00
456e1e8c-87b2-4083-99f4-97f71560ac42,Canada,Finance,2011,506135.59,1.26,Low,Medium,4,294259.61,Decline,,2025-08-04 21:01:00
b773a631-e82d-4c38-bb80-417625e607f0,Ireland,Retail,2022,533038.21,6.86,Medium,Low,1,496607.13,Decline,,2025-08-04 21:01:00
dfd22b23-fb11-4958-87e6-8d758e2d0fb3,Germany,Manufacturing,2016,387533.48,2.72,Low,High,5,216740.38,Growth,2022-08-11,2025-08-04 21:01:00
772fe9b5-3d6f-4332-8140-da4661a7d809,Canada,IT,2011,546689.54,-1.37,Low,Low,5,182236.57,Decline,,2025-08-04 21:01:00
0135c1c0-983f-4291-b9ac-a745a2ddd648,India,Retail,2020,235856.24,-9.19,Medium,Low,2,74400.71,Decline,,2025-08-04 21:01:00
60cf3114-3390-4ba7-9d04-492308ee263d,USA,Retail,2021,610589.97,-7.48,Low,Low,2,337926.7,Decline,,2025-08-04 21:01:00
d76dfd85-427d-45b0-972a-2b15a194eb5d,Canada,Healthcare,2015,690465.0,-0.83,Low,Low,1,248556.65,Growth,2022-06-03,2025-08-04 21:01:00
3966ca3d-014f-4004-b169-4c29614bea2f,Germany,IT,2021,848043.31,8.5,High,High,4,228953.71,Growth,,2025-08-04 21:01:00
905c80b1-0e0e-4e3f-9bf0-157347c7bdf8,Germany,IT,2021,797234.89,8.01,High,High,2,462496.7,Growth,2024-10-01,2025-08-04 21:01:00
a913dc0c-ccd9-44ec-98bb-34baae1f4162,Ireland,Healthcare,2024,275385.76,-1.38,Low,Medium,3,298257.19,Growth,,2025-08-04 21:01:00
9b37612e-b0bf-4bb5-a491-d64f2b006bb1,USA,Retail,2021,764703.48,4.84,Low,Medium,4,259924.43,Growth,2022-12-06,2025-08-04 21:01:00
595e7eaf-b0f1-4958-9ba1-5645b520823c,Germany,Retail,2013,942189.6,-4.21,High,Low,3,330199.14,Growth,2021-12-01,2025-08-04 21:01:00
e3d5b60a-1c23-4a62-9bdf-232e9f6d54d5,India,Finance,2024,916401.52,-0.2,High,High,1,159030.85,Growth,,2025-08-04 21:01:00
2f11b0f2-3c4c-40a9-848e-8370070c2789,USA,Finance,2010,162382.73,5.47,High,High,4,196749.03,Growth,,2025-08-04 21:01:00
4b77f4af-d53d-4ccd-b7f0-72aa48a4e29b,India,Retail,2016,513983.4,-9.0,Low,Medium,4,316725.54,Decline,,2025-08-04 21:01:00
9eced439-e16c-49bf-b67e-d26485ddb1d8,India,Healthcare,2022,410124.8,4.91,High,High,5,431473.86,Decline,2023-05-11,2025-08-04 21:01:00
a62b83ac-9283-4c1d-b210-4b98d7380b4f,India,Retail,2012,305436.82,-2.39,Low,Low,3,56510.03,Growth,2022-06-06,2025-08-04 21:01:00
36ebf52b-6140-49e6-a699-ee167d7f1e78,Ireland,Retail,2016,740418.31,1.25,Low,High,2,437601.43,Growth,2020-12-04,2025-08-04 21:01:00
104f9cd2-a834-4b6c-8133-cabd5cd4d9c5,India,Retail,2012,252218.49,-3.06,Low,Low,5,457623.14,Growth,,2025-08-04 21:01:00
af37313d-8296-49fc-afec-9d8796cd3314,Canada,IT,2020,628586.49,-4.22,High,Medium,1,217506.3,Growth,2024-09-06,2025-08-04 21:01:00
c81e36c0-1715-4cf3-ba61-a9625ecfa064,Canada,IT,2010,856866.76,5.57,Low,High,5,400264.12,Growth,2021-11-09,2025-08-04 21:01:00
ee0cf083-93b0-4aa2-9861-9b6de954045a,USA,Retail,2015,875893.86,7.38,Low,Medium,1,319123.9,Growth,,2025-08-04 21:01:00
0db765b8-b14e-438c-a479-400636680a45,Canada,Manufacturing,2016,978556.05,-1.75,Low,Medium,5,461392.3,Decline,2021-05-12,2025-08-04 21:01:00
629823db-2127-4439-bdce-22bdafeeb8d0,Germany,Finance,2020,202113.78,-0.92,Medium,Medium,2,177140.37,Decline,,2025-08-04 21:01:00
dbd8d439-d15d-4e6e-b6d6-c369d933c273,USA,Healthcare,2014,163981.9,2.38,Low,High,5,410702.6,Growth,,2025-08-04 21:01:00
9b56dc46-c753-49b4-a8b4-cd28a05973ee,USA,Healthcare,2021,533585.84,-0.18,Low,Medium,1,377608.09,Growth,,2025-08-04 21:01:00
82506c08-1da6-4327-be1e-574a81b594a7,India,Finance,2024,172554.17,4.78,Low,Medium,2,388583.53,Decline,2021-10-07,2025-08-04 21:01:00
cbd34a61-0de6-430e-a731-52bc142ec5d8,Ireland,Healthcare,2020,701887.45,7.64,Medium,High,1,203634.21,Growth,,2025-08-04 21:01:00
0991d5c3-0161-4781-bbb2-dcdc7a0494e5,Germany,Finance,2022,171052.88,2.67,High,Low,4,50878.56,Decline,2022-02-07,2025-08-04 21:01:00
